id_transaccion,id_usuario,timestamp_unix,monto,categoria
TX_50060,USR_1087,1732749716,"$1,282.82",
TX_50061,USR_1022,1715448264,$716.63,
TX_50062,USR_1082,1749055406,$242.53,Ropa
TX_50063,USR_1087,1745730995,$569.36,Ropa
TX_50064,USR_1019,1707345520,  $125.07  ,Libros
TX_50065,USR_1079,1713842039,"$1,143.99",
TX_50066,USR_1074,1730163855,"$1,798.68",Libros
TX_50067,USR_1064,1757707699,$617.52,
TX_50068,USR_1089,1704811412,"$2,232.72",Electrónica
TX_50069,USR_1100,1761129356,$554.91,
TX_50070,USR_1067,1766418030,$135.04,Ropa
TX_50071,USR_1118,1720355675,"$1,146.59",Libros
TX_50072,USR_1086,1775354514,"  $2,469.85  ",Salud
TX_50073,USR_1041,1763468399,"$1,535.50",
TX_50074,USR_1115,1771817378,"$1,072.58",Salud
TX_50075,USR_9999,1763916711,"$2,244.05",
TX_50076,USR_1111,1767776924,"$1,130.67",Ropa
TX_50077,USR_1108,1741287299,"$1,916.88",Salud
TX_50078,USR_1063,1736178236,$693.75,Electrónica
TX_50079,USR_1092,1742416983,$593.89,Hogar
TX_50080,USR_1041,1776565204,  $210.64  ,Ropa
TX_50081,USR_1030,1755477326,"$1,737.94",
TX_50082,USR_1028,1712687850,"$1,043.02",Hogar
TX_50083,USR_1070,1766602501,"$1,045.28",Ropa
TX_50084,USR_1107,1760457908,$979.80,Salud
TX_50085,USR_1090,1706688734,"$2,143.26",Salud
TX_50086,USR_1049,1768086336,$24.68,Hogar
TX_50087,USR_1039,1756410321,"$2,135.09",Libros
TX_50088,USR_1069,1777367837,"  $2,001.67  ",Ropa
TX_50089,USR_1063,1733517473,$689.61,Libros
TX_50090,USR_1004,1756258730,$846.96,
TX_50091,USR_1103,1758333664,"$1,813.21",Libros
TX_50092,USR_1118,1721197112,"$2,452.00",Salud
TX_50093,USR_1004,1756951703,"$1,483.81",
TX_50094,USR_1004,1715334437,"$1,610.45",Ropa
TX_50095,USR_1111,1766035316,$462.51,Hogar
TX_50096,USR_1049,1748003731,  $537.03  ,Hogar
TX_50097,USR_1044,1754952659,$702.86,Libros
TX_50098,USR_1033,1715060468,"$1,181.06",
TX_50099,USR_1070,1711058011,"$2,499.77",Hogar
TX_50100,USR_9999,1734161789,"$1,628.86",
TX_50101,USR_1006,1708231975,"$2,374.53",Ropa
TX_50102,USR_1108,1706802559,"$1,557.13",Ropa
TX_50103,USR_1017,1767627489,"$1,676.95",Salud
TX_50104,USR_1028,1766483004,"  $1,751.67  ",Hogar
TX_50105,USR_1022,1719439541,"$1,946.70",Ropa
TX_50106,USR_1040,1718575968,"$1,450.92",Hogar
TX_50107,USR_1074,1754440047,$997.67,
TX_50108,USR_1026,1714267274,"$1,484.32",
TX_50109,USR_1032,1717744161,"$1,746.01",Hogar
TX_50110,USR_1109,1720314935,"$1,992.61",Salud
TX_50111,USR_1101,1709579405,$874.54,Libros
TX_50112,USR_1085,1753804381,  $181.70  ,
TX_50113,USR_1044,1705765342,"$2,125.44",Libros
TX_50114,USR_1014,1762253725,"$2,402.36",
TX_50115,USR_1115,1765772370,"$1,771.20",Libros
TX_50116,USR_1023,1774094862,"$2,414.03",Hogar
TX_50117,USR_1079,1776299544,"$1,938.86",Libros
TX_50118,USR_1056,1740090639,$812.54,Ropa
TX_50119,USR_1107,1715698897,$704.53,Libros
TX_50120,USR_1032,1766439314,"  $1,428.93  ",
TX_50121,USR_1049,1749217590,$81.46,Hogar
TX_50122,USR_1024,1769505044,$538.18,Hogar
TX_50123,USR_1044,1741602326,"$2,202.00",
TX_50124,USR_1113,1741147340,"$1,393.92",Salud
TX_50125,USR_9999,1729710359,$223.18,
TX_50126,USR_1053,1769643008,"$1,392.39",Ropa
TX_50127,USR_1089,1767967335,"$1,618.30",Libros
TX_50128,USR_1058,1706381551,  $241.70  ,Ropa
TX_50129,USR_1052,1736723066,$772.45,Salud
TX_50130,USR_1048,1767587147,"$1,388.15",Hogar
TX_50131,USR_1055,1748465256,$886.01,Libros
TX_50132,USR_1035,1745221441,$636.00,Electrónica
TX_50133,USR_1093,1729915426,$795.71,
TX_50134,USR_1069,1728917591,$486.94,
TX_50135,USR_1062,1741178351,"$1,814.22",Salud
TX_50136,USR_1077,1742050642,"  $2,451.47  ",Ropa
TX_50137,USR_1038,1734599473,$908.59,Hogar
TX_50138,USR_1002,1775757598,$325.19,Electrónica
TX_50139,USR_1007,1743277116,"$1,746.57",Ropa
TX_50140,USR_1082,1769951823,$265.44,Electrónica
TX_50141,USR_1074,1742230578,"$1,178.80",Libros
TX_50142,USR_1044,1728812072,"$2,414.09",Hogar
TX_50143,USR_1111,1768186926,$294.08,Electrónica
TX_50144,USR_1052,1770068306,  $194.46  ,
TX_50145,USR_1088,1711262488,$387.80,Salud
TX_50146,USR_1039,1715499987,"$2,484.86",Electrónica
TX_50147,USR_1072,1759925131,"$1,519.73",Salud
TX_50148,USR_1029,1774205698,$957.14,Libros
TX_50149,USR_1039,1761623766,$770.40,Salud
TX_50150,USR_9999,1712151174,"$1,527.98",
TX_50151,USR_1013,1731956020,"$1,567.53",Hogar
TX_50152,USR_1085,1714963997,  $401.07  ,Ropa
TX_50153,USR_1071,1714142236,$399.77,Libros
TX_50154,USR_1058,1767137785,$735.24,Ropa
TX_50155,USR_1037,1742013017,"$1,760.44",Libros
TX_50156,USR_1010,1735396812,"$2,310.54",
TX_50157,USR_1076,1730618045,"$1,068.60",Salud
TX_50158,USR_1029,1724064218,"$2,271.94",Ropa
TX_50159,USR_1010,1712071682,$423.15,Hogar
TX_50160,USR_1077,1742803857,"  $1,103.49  ",Libros
TX_50161,USR_1089,1744881628,"$1,752.34",Hogar
TX_50162,USR_1065,1776542298,"$1,239.55",Electrónica
TX_50163,USR_1077,1709417223,"$2,224.66",
TX_50164,USR_1042,1737671011,$74.40,Ropa
TX_50165,USR_1087,1706851607,"$2,498.94",
TX_50166,USR_1106,1740240357,"$1,444.85",Ropa
TX_50167,USR_1061,1773721347,"$1,632.26",Hogar
TX_50168,USR_1024,1762570692,"  $1,590.61  ",Libros
TX_50169,USR_1012,1767150927,$876.42,Hogar
TX_50170,USR_1042,1718106358,"$2,145.76",Hogar
TX_50171,USR_1053,1770567926,$727.66,Libros
TX_50172,USR_1105,1708992605,"$1,142.52",Hogar
TX_50173,USR_1033,1747456273,$298.64,Libros
TX_50174,USR_1111,1773135139,"$2,064.07",Electrónica
TX_50175,USR_9999,1776892879,"$1,160.32",Electrónica
TX_50176,USR_1025,1773650957,  $910.83  ,Libros
TX_50177,USR_1081,1763396932,"$1,902.38",Ropa
TX_50178,USR_1035,1721651497,"$2,319.91",Libros
TX_50179,USR_1113,1769124116,$312.35,
TX_50180,USR_1078,1736185161,"$1,777.36",Hogar
TX_50181,USR_1071,1705902555,"$1,385.11",Electrónica
TX_50182,USR_1029,1719295693,"$1,159.01",Electrónica
TX_50183,USR_1083,1724732854,"$1,250.96",
TX_50184,USR_1038,1772366845,"  $1,766.47  ",Libros
TX_50185,USR_1107,1768827196,"$2,450.81",Ropa
TX_50186,USR_1059,1723480716,$965.13,Salud
TX_50187,USR_1066,1722389039,"$2,161.43",Hogar
TX_50188,USR_1099,1759759829,$856.29,Salud
TX_50189,USR_1035,1704411503,$714.27,Hogar
TX_50190,USR_1108,1769785614,"$2,164.50",Libros
TX_50191,USR_1069,1769074400,$869.36,Salud
TX_50192,USR_1098,1777005148,  $949.25  ,Hogar
TX_50193,USR_1112,1729387692,"$2,452.13",Ropa
TX_50194,USR_1074,1755468677,$591.57,Libros
TX_50195,USR_1006,1746772103,"$1,864.32",
TX_50196,USR_1117,1755235178,$971.34,
TX_50197,USR_1102,1724482430,"$1,243.37",Electrónica
TX_50198,USR_1017,1771483576,"$2,413.73",Hogar
TX_50199,USR_1112,1717537908,"$2,186.73",Libros
TX_50200,USR_9999,1717450277,"  $1,319.62  ",Libros
TX_50201,USR_1002,1723415412,"$1,030.85",
TX_50202,USR_1020,1714110477,"$1,179.03",Hogar
TX_50203,USR_1044,1757416508,"$1,628.09",Hogar
TX_50204,USR_1110,1775688774,$956.22,Hogar
TX_50205,USR_1081,1769558402,"$2,182.23",Electrónica
TX_50206,USR_1080,1713250477,$594.58,
TX_50207,USR_1118,1742638556,"$2,493.59",
TX_50208,USR_1012,1762313864,"  $2,446.06  ",
TX_50209,USR_1091,1717557053,"$1,114.76",
TX_50210,USR_1039,1707952434,$124.52,Electrónica
TX_50211,USR_1038,1752179335,$943.35,Ropa
TX_50212,USR_1032,1775359136,"$1,036.01",
TX_50213,USR_1102,1728234026,$433.26,Electrónica
TX_50214,USR_1079,1755411426,"$1,553.08",Ropa
TX_50215,USR_1064,1723276135,$588.15,
TX_50216,USR_1033,1765749708,  $645.76  ,Electrónica
TX_50217,USR_1116,1766512434,"$2,254.01",
TX_50218,USR_1070,1725270329,$193.92,Hogar
TX_50219,USR_1076,1744219003,"$1,600.96",Libros
TX_50220,USR_1089,1737634815,"$1,147.52",Hogar
TX_50221,USR_1026,1755699853,"$2,134.81",Electrónica
TX_50222,USR_1031,1755253049,"$1,434.09",Salud
TX_50223,USR_1038,1743692401,$64.63,
TX_50224,USR_1051,1740907333,  $30.16  ,
TX_50225,USR_9999,1710649807,"$2,277.44",
TX_50226,USR_1064,1742479528,"$1,941.60",Ropa
TX_50227,USR_1078,1751354918,$555.32,Ropa
TX_50228,USR_1080,1737705759,"$1,697.63",
TX_50229,USR_1099,1722425398,"$1,574.34",
TX_50230,USR_1083,1709358408,$779.24,Libros
TX_50231,USR_1005,1753038045,"$1,833.58",Electrónica
TX_50232,USR_1117,1743676254,  $823.53  ,Libros
TX_50233,USR_1023,1731017421,$339.08,Salud
TX_50234,USR_1113,1753171766,"$1,331.82",Hogar
TX_50235,USR_1107,1726151978,$649.86,Libros
TX_50236,USR_1104,1743680414,"$1,868.93",Hogar
TX_50237,USR_1103,1719525016,"$1,176.15",Electrónica
TX_50238,USR_1019,1734348691,"$2,151.75",
TX_50239,USR_1087,1757406867,"$2,418.50",Salud
TX_50240,USR_1047,1716187446,"  $1,978.80  ",Electrónica
TX_50241,USR_1034,1776084716,$317.74,Hogar
TX_50242,USR_1087,1739253908,"$1,465.55",
TX_50243,USR_1048,1718609167,"$1,690.34",Libros
TX_50244,USR_1004,1748091457,"$2,288.99",Ropa
TX_50245,USR_1083,1712552047,"$1,592.16",Libros
TX_50246,USR_1117,1744626478,"$1,626.61",Electrónica
TX_50247,USR_1018,1710153545,"$2,366.19",Hogar
TX_50248,USR_1064,1719652627,  $252.01  ,Salud
TX_50249,USR_1018,1756230360,"$1,139.57",
TX_50250,USR_9999,1776570609,"$1,053.63",
TX_50251,USR_1094,1724806912,"$2,214.68",
TX_50252,USR_1013,1769746247,"$1,542.97",Hogar
TX_50253,USR_1005,1753798889,$551.00,Libros
TX_50254,USR_1031,1752746096,$257.39,
TX_50255,USR_1048,1777144170,"$2,255.22",
TX_50256,USR_1046,1712194095,"  $1,001.37  ",Ropa
TX_50257,USR_1016,1765098332,$238.27,Ropa
TX_50258,USR_1083,1706933749,$135.94,Hogar
TX_50259,USR_1032,1720968417,"$1,969.58",Ropa
TX_50260,USR_1009,1731871391,"$1,470.09",Ropa
TX_50261,USR_1043,1723871586,"$1,973.72",Salud
TX_50262,USR_1001,1741282399,"$2,147.43",Ropa
TX_50263,USR_1017,1776573691,$634.13,Ropa
TX_50264,USR_1015,1707527353,  $338.19  ,Hogar
TX_50265,USR_1102,1736001839,"$1,476.24",Electrónica
TX_50266,USR_1023,1739684224,$140.47,
TX_50267,USR_1054,1774677204,$292.99,Electrónica
TX_50268,USR_1061,1764233680,"$1,947.26",Salud
TX_50269,USR_1076,1718704181,"$1,135.49",Ropa
TX_50270,USR_1079,1709887556,"$1,820.84",
TX_50271,USR_1067,1744551337,"$1,150.53",Electrónica
TX_50272,USR_1008,1768355063,"  $2,119.77  ",Libros
TX_50273,USR_1088,1718557591,"$1,230.77",Libros
TX_50274,USR_1010,1714910714,$812.06,Ropa
TX_50275,USR_9999,1712882920,$324.22,Salud
TX_50276,USR_1082,1747712851,$958.45,Salud
TX_50277,USR_1068,1743647705,"$1,139.75",Salud
TX_50278,USR_1056,1717378707,"$1,984.81",Electrónica
TX_50279,USR_1110,1732927107,"$1,080.87",Ropa
TX_50280,USR_1053,1749557831,"  $2,070.27  ",Libros
TX_50281,USR_1054,1716829405,$788.25,Hogar
TX_50282,USR_1086,1738277929,$942.01,Ropa
TX_50283,USR_1088,1767722358,$177.16,Electrónica
TX_50284,USR_1012,1762032685,$250.45,
TX_50285,USR_1048,1721531000,"$1,395.36",Salud
TX_50286,USR_1072,1748311534,"$1,678.33",Libros
TX_50287,USR_1046,1760832823,"$2,171.55",
TX_50288,USR_1007,1742672165,"  $1,505.02  ",Hogar
TX_50289,USR_1014,1772170959,$539.72,
TX_50290,USR_1062,1734164836,"$2,119.71",Hogar
TX_50291,USR_1109,1753400409,$296.06,Hogar
TX_50292,USR_1074,1734421759,"$2,019.98",Salud
TX_50293,USR_1099,1707590929,"$1,526.40",
TX_50294,USR_1107,1739963426,$82.09,Hogar
TX_50295,USR_1090,1745538422,"$2,304.63",Hogar
TX_50296,USR_1001,1728415041,"  $2,175.96  ",Salud
TX_50297,USR_1085,1757859564,$183.27,
TX_50298,USR_1082,1708181926,$238.48,Salud
TX_50299,USR_1028,1754559158,"$1,055.38",Hogar
TX_50300,USR_9999,1725194315,$931.43,
TX_50301,USR_1042,1715469940,"$2,209.52",Ropa
TX_50302,USR_1021,1710746208,"$1,688.18",Hogar
TX_50303,USR_1057,1760977499,"$1,219.30",Libros
TX_50304,USR_1054,1740731033,  $546.77  ,Salud
TX_50305,USR_1015,1750395516,"$1,080.48",Hogar
TX_50306,USR_1087,1769381942,"$1,322.07",Hogar
TX_50307,USR_1006,1733664683,$994.21,Salud
TX_50308,USR_1008,1705098943,$519.01,Ropa
TX_50309,USR_1099,1722486543,"$1,912.76",Hogar
TX_50310,USR_1042,1720171226,$29.25,
TX_50311,USR_1056,1727648557,$331.67,Salud
TX_50312,USR_1091,1734952137,"  $1,255.65  ",
TX_50313,USR_1104,1751602713,$189.47,
TX_50314,USR_1006,1762615603,$56.67,Electrónica
TX_50315,USR_1111,1746085486,"$1,443.64",Salud
TX_50316,USR_1052,1760129134,$730.89,Libros
TX_50317,USR_1003,1747656847,$437.96,Salud
TX_50318,USR_1059,1752634246,$229.44,Electrónica
TX_50319,USR_1032,1762542713,"$1,476.29",Salud
TX_50320,USR_1011,1757186106,"  $2,177.61  ",
TX_50321,USR_1044,1733806098,$839.34,Ropa
TX_50322,USR_1010,1772583106,"$1,586.73",Salud
TX_50323,USR_1066,1730092514,"$2,265.75",Hogar
TX_50324,USR_1045,1723889794,$598.31,Ropa
TX_50325,USR_9999,1738422673,$501.21,Salud
TX_50326,USR_1020,1714180945,$451.09,
TX_50327,USR_1064,1766337926,"$1,888.57",Salud
TX_50328,USR_1058,1747447475,"  $2,161.97  ",
TX_50329,USR_1041,1724328359,"$1,105.01",Libros
TX_50330,USR_1057,1744711070,"$1,992.86",Salud
TX_50331,USR_1008,1751304085,"$1,273.27",Hogar
TX_50332,USR_1060,1764722052,$103.64,Hogar
TX_50333,USR_1107,1742598027,$201.06,Electrónica
TX_50334,USR_1079,1772124690,$967.36,Salud
TX_50335,USR_1071,1709573175,"$1,129.84",Salud
TX_50336,USR_1084,1729332273,  $810.60  ,Libros
TX_50337,USR_1065,1724315430,"$2,394.73",Libros
TX_50338,USR_1014,1750162637,"$2,456.14",Electrónica
TX_50339,USR_1065,1727227665,$107.46,
TX_50340,USR_1057,1763045394,"$1,314.93",Salud
TX_50341,USR_1021,1752908757,$938.40,Hogar
TX_50342,USR_1050,1758931299,"$1,938.42",
TX_50343,USR_1077,1711095580,"$1,975.18",
TX_50344,USR_1043,1712913739,  $830.93  ,Salud
TX_50345,USR_1087,1755950969,$717.53,
TX_50346,USR_1110,1724249966,$840.07,Salud
TX_50347,USR_1085,1723049395,"$2,292.70",Hogar
TX_50348,USR_1084,1756674910,$331.09,
TX_50349,USR_1011,1745618577,"$1,401.72",
TX_50350,USR_9999,1748154576,"$2,034.83",
TX_50351,USR_1090,1774718518,$242.70,
TX_50352,USR_1055,1772315369,  $910.95  ,Hogar
TX_50353,USR_1040,1728261679,"$2,378.41",Hogar
TX_50354,USR_1099,1769333378,$488.09,Ropa
TX_50355,USR_1020,1714424122,$746.52,Electrónica
TX_50356,USR_1065,1776514004,"$2,089.45",Salud
TX_50357,USR_1005,1749266948,"$2,192.22",Salud
TX_50358,USR_1017,1754629685,$394.09,Ropa
TX_50359,USR_1107,1726285490,"$1,805.75",Electrónica
TX_50360,USR_1053,1752962639,"  $1,694.14  ",Ropa
TX_50361,USR_1057,1742309579,"$1,883.45",Libros
TX_50362,USR_1030,1775740963,$605.53,Libros
TX_50363,USR_1116,1730107610,$925.92,Salud
TX_50364,USR_1057,1766032837,"$1,925.90",Libros
TX_50365,USR_1065,1774861654,"$1,052.47",Ropa
TX_50366,USR_1105,1730870175,"$2,005.14",Ropa
TX_50367,USR_1112,1737622063,$139.93,Libros
TX_50368,USR_1112,1753890445,"  $1,390.81  ",Electrónica
TX_50369,USR_1092,1773311385,"$2,129.40",Hogar
TX_50370,USR_1011,1725583957,$689.25,Salud
TX_50371,USR_1019,1762783773,$238.37,Ropa
TX_50372,USR_1105,1764616573,"$2,212.73",Electrónica
TX_50373,USR_1054,1711215218,$997.17,Hogar
TX_50374,USR_1031,1755897538,"$2,486.37",Hogar
TX_50375,USR_9999,1734204282,$80.19,Electrónica
TX_50376,USR_1108,1749069109,"  $1,980.54  ",Ropa
TX_50377,USR_1005,1742571500,"$2,294.32",Libros
TX_50378,USR_1090,1722695639,"$1,899.51",Libros
TX_50379,USR_1058,1704772003,"$2,265.59",Electrónica
TX_50380,USR_1033,1733011889,"$2,089.06",Salud
TX_50381,USR_1094,1774903492,"$1,063.90",Hogar
TX_50382,USR_1031,1744487029,$313.40,Ropa
TX_50383,USR_1054,1765419951,$166.39,Libros
TX_50384,USR_1077,1776015121,  $50.92  ,Salud
TX_50385,USR_1074,1736539586,"$1,799.18",Hogar
TX_50386,USR_1055,1704277161,"$1,540.88",Ropa
TX_50387,USR_1074,1759977956,$476.41,
TX_50388,USR_1011,1774328107,"$2,436.89",Electrónica
TX_50389,USR_1068,1777092644,"$1,273.25",Salud
TX_50390,USR_1071,1706796424,$982.23,Libros
TX_50391,USR_1006,1755993531,"$2,452.79",Hogar
TX_50392,USR_1096,1706247195,  $899.16  ,Electrónica
TX_50393,USR_1045,1736430573,"$1,835.02",
TX_50394,USR_1014,1748697092,$342.19,Hogar
TX_50395,USR_1070,1749506243,"$2,035.64",Ropa
TX_50396,USR_1107,1766427829,"$2,452.24",Libros
TX_50397,USR_1081,1728532138,"$2,030.63",Electrónica
TX_50398,USR_1092,1765495913,$102.09,Ropa
TX_50399,USR_1006,1730839587,"$2,215.62",Hogar
TX_50400,USR_9999,1745684880,"  $1,293.31  ",Salud
TX_50401,USR_1061,1738066398,$101.19,
TX_50402,USR_1025,1742468354,$898.87,Electrónica
TX_50403,USR_1111,1748617377,$690.31,Hogar
TX_50404,USR_1056,1757757213,"$1,860.84",Libros
TX_50405,USR_1044,1729141382,"$1,245.55",Libros
TX_50406,USR_1048,1773763225,$674.13,Electrónica
TX_50407,USR_1094,1761042580,$206.53,Salud
TX_50408,USR_1106,1728287659,"  $1,368.23  ",Hogar
TX_50409,USR_1014,1714813867,$826.52,Hogar
TX_50410,USR_1040,1763917000,"$1,510.53",Libros
TX_50411,USR_1022,1763647574,$885.35,Electrónica
TX_50412,USR_1094,1751386909,"$1,540.98",Libros
TX_50413,USR_1036,1711765669,$196.85,
TX_50414,USR_1052,1752829994,"$1,287.58",
TX_50415,USR_1087,1725540254,"$2,382.45",Ropa
TX_50416,USR_1109,1762877761,  $96.65  ,Electrónica
TX_50417,USR_1031,1753234975,$911.75,Salud
TX_50418,USR_1005,1724661321,"$1,700.86",Hogar
TX_50419,USR_1048,1763651722,"$1,910.08",Salud
TX_50420,USR_1018,1775130102,$923.71,Hogar
TX_50421,USR_1084,1741472307,$631.53,Electrónica
TX_50422,USR_1004,1729038146,"$1,252.62",Libros
TX_50423,USR_1117,1719872813,$661.82,Hogar
TX_50424,USR_1091,1763964963,  $544.28  ,Salud
TX_50425,USR_9999,1742396679,"$1,738.01",Libros
TX_50426,USR_1026,1720527316,$347.96,Electrónica
TX_50427,USR_1058,1727240744,"$2,247.71",Libros
TX_50428,USR_1012,1746961544,"$1,672.92",
TX_50429,USR_1009,1776836208,$733.00,Hogar
TX_50430,USR_1109,1725207196,"$1,782.40",
TX_50431,USR_1082,1727433299,"$1,986.30",Salud
TX_50432,USR_1029,1720356192,"  $2,462.98  ",Ropa
TX_50433,USR_1031,1770373702,$75.45,Salud
TX_50434,USR_1074,1753581618,"$1,173.84",Salud
TX_50435,USR_1017,1715638846,$173.71,Libros
TX_50436,USR_1092,1768312543,"$1,318.98",Libros
TX_50437,USR_1106,1713965853,$322.06,Hogar
TX_50438,USR_1083,1714021460,"$1,130.44",
TX_50439,USR_1067,1750307191,$329.55,Salud
TX_50440,USR_1082,1728489878,"  $1,921.78  ",Ropa
TX_50441,USR_1056,1771560434,"$2,277.67",Electrónica
TX_50442,USR_1107,1720731823,"$1,300.07",Hogar
TX_50443,USR_1022,1725806037,$813.43,
TX_50444,USR_1029,1750509631,"$2,369.23",Salud
TX_50445,USR_1115,1742191518,"$2,116.37",Hogar
TX_50446,USR_1026,1740903394,$321.67,Hogar
TX_50447,USR_1079,1775669409,$242.64,
TX_50448,USR_1022,1724762804,  $436.29  ,Salud
TX_50449,USR_1093,1749381733,"$2,107.90",Salud
TX_50450,USR_9999,1709596205,"$2,064.84",Electrónica
TX_50451,USR_1011,1710168979,"$2,371.88",Salud
TX_50452,USR_1034,1732361421,"$1,919.73",Libros
TX_50453,USR_1080,1708132104,"$1,250.11",
TX_50454,USR_1070,1742946271,"$1,608.35",Hogar
TX_50455,USR_1062,1736934156,"$2,013.67",
TX_50456,USR_1052,1743988098,"  $1,139.32  ",
TX_50457,USR_1008,1725284398,"$1,104.62",Libros
TX_50458,USR_1060,1731450705,$857.08,Ropa
TX_50459,USR_1041,1746925120,"$1,838.16",Hogar
TX_50460,USR_1052,1721618335,"$1,904.06",Salud
TX_50461,USR_1072,1718318966,$804.60,Libros
TX_50462,USR_1016,1739966640,"$1,129.49",Ropa
TX_50463,USR_1013,1710859327,$732.63,Libros
TX_50464,USR_1111,1760188295,  $628.19  ,Ropa
TX_50465,USR_1105,1748014891,"$2,335.04",
TX_50466,USR_1041,1729546301,"$1,910.17",Libros
TX_50467,USR_1066,1766722064,"$1,251.91",Hogar
TX_50468,USR_1064,1707177870,$234.22,Libros
TX_50469,USR_1065,1765435657,"$2,417.05",Ropa
TX_50470,USR_1075,1751431977,$131.16,Hogar
TX_50471,USR_1064,1767228298,$721.51,Electrónica
TX_50472,USR_1109,1718495214,"  $1,083.01  ",Hogar
TX_50473,USR_1094,1753161043,"$1,912.00",Hogar
TX_50474,USR_1006,1757832355,$137.38,Salud
TX_50475,USR_9999,1730193392,$912.68,Hogar
TX_50476,USR_1010,1755922061,"$1,265.60",Salud
TX_50477,USR_1036,1720013745,$330.37,Electrónica
TX_50478,USR_1051,1754157032,"$1,989.29",Hogar
TX_50479,USR_1072,1753138056,"$1,889.86",Ropa
TX_50480,USR_1078,1772400467,"  $1,009.45  ",Electrónica
TX_50481,USR_1006,1709290144,$351.22,Hogar
TX_50482,USR_1103,1767652063,"$1,303.14",Ropa
TX_50483,USR_1078,1773257208,$358.05,Salud
TX_50484,USR_1041,1725877855,$988.46,Salud
TX_50485,USR_1095,1744229753,"$1,488.37",Salud
TX_50486,USR_1107,1772479868,"$1,335.53",
TX_50487,USR_1073,1744304408,"$1,192.48",Electrónica
TX_50488,USR_1048,1748525425,"  $1,687.78  ",Libros
TX_50489,USR_1075,1745363019,"$1,993.92",
TX_50490,USR_1112,1707643720,"$1,496.30",Hogar
TX_50491,USR_1084,1734607534,"$1,806.29",Salud
TX_50492,USR_1062,1726952941,"$1,315.34",
TX_50493,USR_1080,1755095483,$377.96,
TX_50494,USR_1032,1708304522,"$1,435.70",
TX_50495,USR_1015,1729673839,$57.15,Hogar
